names,ratings,classified,school_address,zipcode,types,grades,student_nums,st_ratios,districts
Pikesville Middle School,4/10,Below average,"7701 Seven Mile Lane, Pikesville, MD", 21208,Public district,6-8,952,15:1,Baltimore County Public Schools
Pikesville High School,6/10,Average,"7621 Labyrinth Road, Pikesville, MD", 21208,Public district,9-12,840,15:1,Baltimore County Public Schools
Pleasant Plains Elementary School,4/10,Below average,"8300 Pleasant Plains Road, Towson, MD", 21286,Public district,PK-5,616,17:1,Baltimore County Public Schools
Powhatan Elementary School,3/10,Below average,"3300 Kelox Road, Lochearn, MD", 21207,Public district,PK-5,307,16:1,Baltimore County Public Schools
Reisterstown Elementary School,4/10,Below average,"223 Walgrove Road, Reisterstown, MD", 21136,Public district,PK-5,621,16:1,Baltimore County Public Schools
Riverview Elementary School,3/10,Below average,"3298 Kessler Road, Halethorpe, MD", 21227,Public district,PK-5,581,18:1,Baltimore County Public Schools
Sandalwood Elementary School,4/10,Below average,"900 South Marlyn Avenue, Essex, MD", 21221,Public district,PK-5,593,20:1,Baltimore County Public Schools
Shady Spring Elementary School,4/10,Below average,"8868 Goldenwood Road, Baltimore, MD", 21237,Public district,PK-5,663,18:1,Baltimore County Public Schools
Stemmers Run Middle School,4/10,Below average,"201 Stemmers Run Road, Essex, MD", 21221,Public district,6-8,704,14:1,Baltimore County Public Schools
Sussex Elementary School,4/10,Below average,"515 South Woodward Drive, Essex, MD", 21221,Public district,PK-5,471,16:1,Baltimore County Public Schools
Timber Grove Elementary School,4/10,Below average,"701 Academy Avenue, Owings Mills, MD", 21117,Public district,PK-5,636,18:1,Baltimore County Public Schools
Towson High Law & Public Policy,7/10,Above average,"69 Cedar Ave, Towson, MD", 21286,Public district,9-12,1444,18:1,Baltimore County Public Schools
Warren Elementary School,5/10,Average,"900 Bosley Road, Cockeysville, MD", 21030,Public district,PK-5,431,16:1,Baltimore County Public Schools
Westowne Elementary School,5/10,Average,"401 Harlem Lane, Catonsville, MD", 21228,Public district,PK-5,599,16:1,Baltimore County Public Schools
Winand Elementary School,4/10,Below average,"8301 Scotts Level Road, Pikesville, MD", 21208,Public district,PK-5,576,18:1,Baltimore County Public Schools
Woodlawn Middle School,3/10,Below average,"3033 Saint Lukes Lane, Lochearn, MD", 21207,Public district,6-8,622,15:1,Baltimore County Public Schools
Woodmoor Elementary School,3/10,Below average,"3200 Elba Drive, Lochearn, MD", 21207,Public district,PK-5,619,17:1,Baltimore County Public Schools
Glyndon Elementary School,4/10,Below average,"445 Glyndon Drive, Reisterstown, MD", 21136,Public district,PK-5,519,15:1,Baltimore County Public Schools
General John Stricker Middle School,4/10,Below average,"7855 Trappe Road, Dundalk, MD", 21222,Public district,6-8,732,15:1,Baltimore County Public Schools
Golden Ring Middle School,3/10,Below average,"6700 Kenwood Avenue, Rosedale, MD", 21237,Public district,6-8,674,15:1,Baltimore County Public Schools
Middle River Middle School,4/10,Below average,"800 Middle River Road, Middle River, MD", 21220,Public district,6-8,855,14:1,Baltimore County Public Schools
Manchester Elementary School,6/10,Average,"3224 York Street, Manchester, MD", 21102,Public district,PK-5,603,9:1,Carroll County Public Schools
Taneytown Elementary School,4/10,Below average,"100 Kings Drive, Taneytown, MD", 21787,Public district,PK-5,413,7:1,Carroll County Public Schools
Bainbridge Elementary School,4/10,Below average,"41 Preston Drive, Port Deposit, MD", 21904,Public district,PK-5,532,13:1,Cecil County Public Schools
Calvert Elementary School,5/10,Average,"79 Brick Meeting House Road, Rising Sun, MD", 21911,Public district,PK-5,479,16:1,Cecil County Public Schools
Conowingo Elementary School,5/10,Average,"471 Rowlandsville Road, Conowingo, MD", 21918,Public district,PK-5,474,13:1,Cecil County Public Schools
Elkton Middle School,4/10,Below average,"615 North Street, Elkton, MD", 21921,Public district,6-8,554,12:1,Cecil County Public Schools
North East Elementary School,4/10,Below average,"301 East Thomas Avenue, North East, MD", 21901,Public district,PK-5,527,13:1,Cecil County Public Schools
Perryville High School,6/10,Average,"1696 Perryville Road, Perryville, MD", 21903,Public district,9-12,802,13:1,Cecil County Public Schools
Thomson Estates Elementary School,4/10,Below average,"203 East Thomson Drive, Elkton, MD", 21921,Public district,PK-5,456,14:1,Cecil County Public Schools
Mary Matula Elementary School,5/10,Average,"6025 Radio Station Road, La Plata, MD", 20646,Public district,PK-5,673,14:1,Charles County Public Schools
Daniel Of St. Thomas Jenifer Elementary School,5/10,Average,"2820 Jenifer School Lane, Waldorf, MD", 20603,Public district,PK-5,616,15:1,Charles County Public Schools
Dr. Samuel A. Mudd Elementary School,5/10,Average,"820 Stone Avenue, Waldorf, MD", 20602,Public district,PK-5,407,13:1,Charles County Public Schools
J. C. Parks Elementary School,4/10,Below average,"3505 Livingston Road, Indian Head, MD", 20640,Public district,PK-5,685,17:1,Charles County Public Schools
La Plata High School,7/10,Above average,"6035 Radio Station Road, La Plata, MD", 20646,Public district,9-12,1144,16:1,Charles County Public Schools
Maurice J. Mcdonough High School,5/10,Average,"7165 Marshall Corner Road, Pomfret, MD", 20675,Public district,9-12,859,16:1,Charles County Public Schools
Thomas Stone High School,4/10,Below average,"3785 Leonardtown Road, Waldorf, MD", 20601,Public district,9-12,1204,14:1,Charles County Public Schools
Cambridge-South Dorchester High School,3/10,Below average,"2475 Cambridge Beltway, Cambridge, MD", 21613,Public district,9-12,762,15:1,Dorchester County Public Schools
Hurlock Elementary School,4/10,Below average,"301 Charles Street, Hurlock, MD", 21643,Public district,PK-5,470,17:1,Dorchester County Public Schools
Maple Elementary School,4/10,Below average,"5225 Egypt Road, Cambridge, MD", 21613,Public district,PK-5,466,15:1,Dorchester County Public Schools
Emmitsburg Elementary School,5/10,Average,"300 South Seton Avenue, Emmitsburg, MD", 21727,Public district,PK-5,277,16:1,Frederick County Public Schools
Waverley Elementary School,3/10,Below average,"201 Waverley Drive, Frederick, MD", 21702,Public district,PK-5,613,14:1,Frederick County Public Schools
Monocacy Elementary School,4/10,Below average,"7421 Hayward Road, Frederick, MD", 21702,Public district,PK-5,588,13:1,Frederick County Public Schools
Hillcrest Elementary School,3/10,Below average,"1285 Hillcrest Drive, Frederick, MD", 21703,Public district,PK-5,1013,13:1,Frederick County Public Schools
Edgewood Elementary School,3/10,Below average,"2100 Cedar Drive, Edgewood, MD", 21040,Public district,PK-5,391,11:1,Harford County Public Schools
Riverside Elementary School,5/10,Average,"211 Stillmeadow Drive, Joppa, MD", 21085,Public district,PK-5,458,16:1,Harford County Public Schools
William Paca/Old Post Road Elementary School,4/10,Below average,"2706 Old Philadelphia Road, Aberdeen, MD", 21001,Public district,PK-5,837,13:1,Harford County Public Schools
Forest Ridge Elementary School,5/10,Average,"9550 Gorman Road, Laurel, MD", 20723,Public district,K-5,741,15:1,Howard County Public Schools
Bryant Woods Elementary School,5/10,Average,"5450 Blue Heron Lane, Columbia, MD", 21044,Public district,PK-5,394,10:1,Howard County Public Schools
Cradlerock Elementary,5/10,Average,"6700 Cradlerock Way, Columbia, MD", 21045,Public district,PK-5,500,9:1,Howard County Public Schools
Guilford Elementary School,5/10,Average,"7335 Oakland Mills Road, Columbia, MD", 21046,Public district,PK-5,469,12:1,Howard County Public Schools
Hammond Elementary School,6/10,Average,"8110 Aladdin Drive, Laurel, MD", 20723,Public district,K-5,638,14:1,Howard County Public Schools
Hammond Middle School,7/10,Above average,"8100 Aladdin Drive, Laurel, MD", 20723,Public district,6-8,579,12:1,Howard County Public Schools
Harpers Choice Middle School,4/10,Below average,"5450 Beaverkill Road, Columbia, MD", 21044,Public district,6-8,543,11:1,Howard County Public Schools
Oakland Mills High School,5/10,Average,"9410 Kilimanjaro Road, Columbia, MD", 21045,Public district,9-12,1120,12:1,Howard County Public Schools
Oakland Mills Middle School,5/10,Average,"9540 Kilimanjaro Road, Columbia, MD", 21045,Public district,6-8,454,12:1,Howard County Public Schools
Phelps Luck Elementary School,4/10,Below average,"5370 Old Stone Court, Columbia, MD", 21045,Public district,PK-5,626,10:1,Howard County Public Schools
Running Brook Elementary School,4/10,Below average,"5215 West Running Brook Road, Columbia, MD", 21044,Public district,PK-5,510,9:1,Howard County Public Schools
Swansfield Elementary School,5/10,Average,"5610 Cedar Lane, Columbia, MD", 21044,Public district,PK-5,637,12:1,Howard County Public Schools
Wilde Lake Middle School,5/10,Average,"10481 Cross Fox Lane, Columbia, MD", 21044,Public district,6-8,560,13:1,Howard County Public Schools
Deep Run Elementary School,4/10,Below average,"6925 Old Waterloo Rd, Elkridge, MD", 21075,Public district,PK-5,745,10:1,Howard County Public Schools
H. H. Garnett Elementary School,4/10,Below average,"320 Calvert Street, Chestertown, MD", 21620,Public district,PK-5,256,11:1,Kent County Public Schools
Millington Elementary School,6/10,Average,"172 Sassafras Street, Millington, MD", 21651,Public district,PK-5,161,13:1,Kent County Public Schools
Dr. Sally K. Ride Elementary School,5/10,Average,"21301 Seneca Crossing Drive, Germantown, MD", 20876,Public district,PK-5,515,13:1,Montgomery County Public Schools
Thurgood Marshall Elementary School,6/10,Average,"12260 McDonald Chapel Drive, Darnestown, MD", 20878,Public district,PK-5,664,13:1,Montgomery County Public Schools
S. Christa Mcauliffe Elementary School,5/10,Average,"12500 Wisteria Drive, Germantown, MD", 20874,Public district,PK-5,640,14:1,Montgomery County Public Schools
Jones Lane Elementary School,6/10,Average,"15110 Jones Lane, Darnestown, MD", 20878,Public district,K-5,466,13:1,Montgomery County Public Schools
Neelsville Middle School,4/10,Below average,"11700 Neelsville Church Road, Germantown, MD", 20876,Public district,6-8,911,13:1,Montgomery County Public Schools
Albert Einstein High School,4/10,Below average,"11135 Newport Mill Road, Kensington, MD", 20895,Public district,9-12,1689,14:1,Montgomery County Public Schools
Bethesda-Chevy Chase High School,8/10,Above average,"4301 East West Highway, Bethesda, MD", 20814,Public district,9-12,2006,17:1,Montgomery County Public Schools
Brown Station Elementary School,5/10,Average,"851 Quince Orchard Blvd, Gaithersburg, MD", 20878,Public district,PK-5,496,12:1,Montgomery County Public Schools
Col. Zadok Magruder High School,5/10,Average,"5939 Muncaster Mill Road, Derwood, MD", 20855,Public district,9-12,1513,17:1,Montgomery County Public Schools
College Gardens Elementary School,8/10,Above average,"1700 Yale Place, Rockville, MD", 20850,Public district,PK-5,890,17:1,Montgomery County Public Schools
Cresthaven Elementary School,3/10,Below average,"1234 Cresthaven Drive, Silver Spring, MD", 20903,Public district,3-5,510,13:1,Montgomery County Public Schools
Damascus Elementary School,5/10,Average,"10201 Bethesda Church Road, Damascus, MD", 20872,Public district,K-5,336,13:1,Montgomery County Public Schools
Fairland Elementary School,5/10,Average,"14315 Fairdale Road, Silver Spring, MD", 20905,Public district,PK-5,643,13:1,Montgomery County Public Schools
Farmland Elementary School,9/10,Above average,"7000 Old Gate Road, Rockville, MD", 20852,Public district,K-5,686,15:1,Montgomery County Public Schools
Flower Valley Elementary School,7/10,Above average,"4615 Sunflower Drive, Rockville, MD", 20853,Public district,K-5,496,14:1,Montgomery County Public Schools
Gaithersburg Elementary School,3/10,Below average,"35 North Summit Avenue, Gaithersburg, MD", 20877,Public district,PK-5,864,10:1,Montgomery County Public Schools
Georgian Forest Elementary School,4/10,Below average,"3100 Regina Drive, Silver Spring, MD", 20906,Public district,PK-5,585,12:1,Montgomery County Public Schools
Harmony Hills Elementary School,4/10,Below average,"13407 Lydia Street, Silver Spring, MD", 20906,Public district,PK-5,743,11:1,Montgomery County Public Schools
John F. Kennedy High School,3/10,Below average,"1901 Randolph Road, Silver Spring, MD", 20902,Public district,9-12,1549,14:1,Montgomery County Public Schools
Flora M. Singer Elementary School,6/10,Average,"2600 Hayden Drive, Silver Spring, MD", 20902,Public district,PK-5,677,12:1,Montgomery County Public Schools
Meadow Hall Elementary School,4/10,Below average,"951 Twinbrook Parkway, Rockville, MD", 20851,Public district,K-5,462,11:1,Montgomery County Public Schools
Monocacy Elementary School,6/10,Average,"18801 Barnesville Road, Dickerson, MD", 20842,Public district,PK-5,167,14:1,Montgomery County Public Schools
Montgomery Blair High School,5/10,Average,"51 University Boulevard East, Silver Spring, MD", 20901,Public district,9-12,2882,16:1,Montgomery County Public Schools
Montgomery Village Middle School,4/10,Below average,"19300 Watkins Mill Road, Montgomery Village, MD", 20886,Public district,6-8,713,13:1,Montgomery County Public Schools
Oak View Elementary School,4/10,Below average,"400 East Wayne Avenue, Silver Spring, MD", 20901,Public district,3-5,403,12:1,Montgomery County Public Schools
Olney Elementary School,7/10,Above average,"3401 Queen Mary Drive, Olney, MD", 20832,Public district,K-5,650,16:1,Montgomery County Public Schools
Pine Crest Elementary School,6/10,Average,"201 Woodmoor Drive, Silver Spring, MD", 20901,Public district,3-5,469,14:1,Montgomery County Public Schools
Poolesville High School,8/10,Above average,"17501 West Willard Road, Poolesville, MD", 20837,Public district,9-12,1205,16:1,Montgomery County Public Schools
Rock Creek Forest Elementary School,6/10,Average,"8330 Grubb Road, Chevy Chase, MD", 20815,Public district,K-5,611,15:1,Montgomery County Public Schools
Rock View Elementary School,5/10,Average,"3901 Denfeld Avenue, Kensington, MD", 20895,Public district,PK-5,615,12:1,Montgomery County Public Schools
Seneca Valley High School,4/10,Below average,"19401 Crystal Rock Drive, Germantown, MD", 20874,Public district,9-12,1198,13:1,Montgomery County Public Schools
Springbrook High School,4/10,Below average,"201 Valleybrook Dr, Silver Spring, MD", 20904,Public district,9-12,1751,14:1,Montgomery County Public Schools
Twinbrook Elementary School,4/10,Below average,"5911 Ridgway Avenue, Rockville, MD", 20851,Public district,PK-5,547,11:1,Montgomery County Public Schools
Walt Whitman High School,8/10,Above average,"7100 Whittier Boulevard, Bethesda, MD", 20817,Public district,9-12,1977,16:1,Montgomery County Public Schools
Watkins Mill Elementary School,3/10,Below average,"19001 Watkins Mill Road, Gaithersburg, MD", 20886,Public district,PK-5,672,12:1,Montgomery County Public Schools
