names, ratings, addresses, classes, types, grades, student_nums, st_ratios, districts, 
Bloomington Elementary School,Currently unrated,334 North Branch Ave, Bloomington, MD, 21523,Currently unrated,Public district,PK-5,32,N/A,Garrett County Public Schools
Route 40 Elementary School,5/10,17764 National Pike, Frostburg, MD, 21532,Average,Public district,PK-5,139,19:1,Garrett County Public Schools
Swan Meadow School,Currently unrated,6709 Garrett Highway, Oakland, MD, 21550,Currently unrated,Public district,K-8,44,9:1,Garrett County Public Schools
Center For Educational Opportunity,Currently unrated,253 Paradise Road, Aberdeen, MD, 21001,Currently unrated,Public district,7-12,53,4:1,Harford County Public Schools
Emmorton Elementary School,8/10,2502 South Tollgate Road, Bel Air, MD, 21015,Above average,Public district,K-5,550,14:1,Harford County Public Schools
Churchville Elementary School,9/10,2935 Level Road, Churchville, MD, 21028,Above average,Public district,K-5,373,13:1,Harford County Public Schools
Darlington Elementary School,8/10,2119 Shuresville Road, Darlington, MD, 21034,Above average,Public district,K-5,122,10:1,Harford County Public Schools
Harford Technical High School,9/10,200 Thomas Run Road, Bel Air, MD, 21015,Above average,Public district,9-12,1018,17:1,Harford County Public Schools
John Archer School,1/10,100 Thomas Run Road, Bel Air, MD, 21015,Below average,Public district,PK-12,127,1:1,Harford County Public Schools
Norrisville Elementary School,6/10,5302 Norrisville Road, White Hall, MD, 21161,Average,Public district,K-5,183,11:1,Harford County Public Schools
Mount View Middle School,9/10,12101 Woodford Drive, Marriottsville, MD, 21104,Above average,Public district,6-8,745,14:1,Howard County Public Schools
Bushy Park Elementary School,10/10,14601 Carrs Mill Road, Woodbine, MD, 21797,Above average,Public district,PK-5,623,13:1,Howard County Public Schools
Centennial Lane Elementary School,9/10,3825 Centennial Lane, Ellicott City, MD, 21042,Above average,Public district,K-5,728,15:1,Howard County Public Schools
Clarksville Elementary School,9/10,12041 Clarksville Pike, Clarksville, MD, 21029,Above average,Public district,K-5,465,15:1,Howard County Public Schools
Clarksville Middle School,9/10,6535 South Trotter Road, Clarksville, MD, 21029,Above average,Public district,6-8,598,13:1,Howard County Public Schools
Glenelg High School,10/10,14025 Burntwoods Road, Glenelg, MD, 21737,Above average,Public district,9-12,1248,14:1,Howard County Public Schools
Lisbon Elementary School,8/10,15901 Frederick Road, Woodbine, MD, 21797,Above average,Public district,K-5,427,12:1,Howard County Public Schools
Northfield Elementary School,8/10,9125 Northfield Road, Ellicott City, MD, 21042,Above average,Public district,K-5,702,14:1,Howard County Public Schools
West Friendship Elementary School,9/10,12500 Frederick Road, West Friendship, MD, 21794,Above average,Public district,K-5,312,10:1,Howard County Public Schools
Worthington Elementary School,9/10,4570 Roundhill Road, Ellicott City, MD, 21043,Above average,Public district,K-5,539,14:1,Howard County Public Schools
Ilchester Elementary School,10/10,4981 Ilchester Road, Ellicott City, MD, 21043,Above average,Public district,PK-5,713,14:1,Howard County Public Schools
River Hill High School,10/10,12101 Clarksville Pike, Clarksville, MD, 21029,Above average,Public district,9-12,1207,14:1,Howard County Public Schools
Fulton Elementary School,9/10,11600 Scaggsville Road, Fulton, MD, 20759,Above average,Public district,K-5,753,13:1,Howard County Public Schools
Triadelphia Ridge Elementary School,9/10,13400 Triadelphia Road, Ellicott City, MD, 21042,Above average,Public district,K-5,528,12:1,Howard County Public Schools
Cedar Lane Special Center,Currently unrated,11630 Scaggsville Road, Fulton, MD, 20759,Currently unrated,Public district,PK-12,103,2:1,Howard County Public Schools
Waverly Elementary School,9/10,10220 Wetherburn Road, Ellicott City, MD, 21042,Above average,Public district,PK-5,775,12:1,Howard County Public Schools
Pointers Run Elementary School,9/10,6600 South Trotter Road, Clarksville, MD, 21029,Above average,Public district,PK-5,744,13:1,Howard County Public Schools
Stephen Knolls School,Currently unrated,10731 St Margaret's Way, Kensington, MD, 20895,Currently unrated,Public district,PK-12,85,4:1,Montgomery County Public Schools
Bannockburn Elementary School,10/10,6520 Dalroy Lane, Bethesda, MD, 20817,Above average,Public district,PK-5,420,15:1,Montgomery County Public Schools
Bel Pre Elementary School,Currently unrated,13801 Rippling Brook Drive, Silver Spring, MD, 20906,Currently unrated,Public district,PK-2,576,11:1,Montgomery County Public Schools
Bells Mill Elementary School,10/10,8225 Bells Mill Road, Rockville, MD, 20854,Above average,Public district,PK-5,626,17:1,Montgomery County Public Schools
Belmont Elementary School,8/10,19528 Olney Mill Road, Olney, MD, 20832,Above average,Public district,K-5,318,13:1,Montgomery County Public Schools
Bethesda Elementary School,9/10,7600 Arlington Road, Bethesda, MD, 20814,Above average,Public district,PK-5,556,14:1,Montgomery County Public Schools
Beverly Farms Elementary School,8/10,8501 Postoak Road, Potomac, MD, 20854,Above average,Public district,K-5,567,16:1,Montgomery County Public Schools
Bradley Hills Elementary School,10/10,8701 Hartsdale Avenue, Bethesda, MD, 20817,Above average,Public district,K-5,627,16:1,Montgomery County Public Schools
Burning Tree Elementary School,9/10,7900 Beech Tree Road, Bethesda, MD, 20817,Above average,Public district,K-5,497,14:1,Montgomery County Public Schools
Carderock Springs Elementary School,9/10,7401 Persimmon Tree Lane, Bethesda, MD, 20817,Above average,Public district,K-5,406,15:1,Montgomery County Public Schools
Carl Sandburg Center,Currently unrated,451 Meadow Hall Drive, Rockville, MD, 20851,Currently unrated,Public district,K-5,89,4:1,Montgomery County Public Schools
Cold Spring Elementary School,9/10,9201 Falls Chapel Way, Potomac, MD, 20854,Above average,Public district,PK-5,334,16:1,Montgomery County Public Schools
Darnestown Elementary School,8/10,15030 Turkey Foot Road, Gaithersburg, MD, 20878,Above average,Public district,K-5,290,16:1,Montgomery County Public Schools
West Towson Elementary School,9/10,6916 North Charles Street, Baltimore, MD, 21204,Above average,Public district,K-5,N/A,17:1,Baltimore County Public Schools
Arundel Christian School,Currently unrated,1321 Mercedes Drive, Hanover, MD, 21076,Currently unrated,Private,PK-12,200,N/A,N/A
Greenwood Elementary School,7/10,3336 Gold Mine Road, Brookeville, MD, 20833,Above average,Public district,K-5,481,17:1,Montgomery County Public Schools
Lakewood Elementary School,8/10,2534 Lindley Terrace, Rockville, MD, 20850,Above average,Public district,K-5,543,17:1,Montgomery County Public Schools
Longview School,Currently unrated,13900 Bromfield Road, Germantown, MD, 20874,Currently unrated,Public district,K-12,52,3:1,Montgomery County Public Schools
Montgomery Knolls Elementary School,Currently unrated,807 Daleview Drive, Silver Spring, MD, 20901,Currently unrated,Public district,PK-2,477,10:1,Montgomery County Public Schools
New Hampshire Estates Elementary School,Currently unrated,8720 Carroll Avenue, Silver Spring, MD, 20903,Currently unrated,Public district,PK-2,502,10:1,Montgomery County Public Schools
Potomac Elementary School,9/10,10311 River Road, Potomac, MD, 20854,Above average,Public district,PK-5,474,16:1,Montgomery County Public Schools
Rosemary Hills Elementary School,Currently unrated,2111 Porter Road, Silver Spring, MD, 20910,Currently unrated,Public district,PK-2,617,15:1,Montgomery County Public Schools
Seven Locks Elementary School,10/10,9500 Seven Locks Road, Bethesda, MD, 20817,Above average,Public district,K-5,398,15:1,Montgomery County Public Schools
Takoma Park Elementary School,Currently unrated,7511 Holly Avenue, Takoma Park, MD, 20912,Currently unrated,Public district,K-2,703,14:1,Montgomery County Public Schools
Travilah Elementary School,9/10,13801 Dufief Mill Road, North Potomac, MD, 20878,Above average,Public district,PK-5,390,15:1,Montgomery County Public Schools
Wayside Elementary School,9/10,5701 Grosvenor Lane, Bethesda, MD, 20814,Above average,Public district,PK-5,526,14:1,Montgomery County Public Schools
Westbrook Elementary School,8/10,5110 Allan Terrace, Bethesda, MD, 20816,Above average,Public district,PK-5,437,14:1,Montgomery County Public Schools
Winston Churchill High School,10/10,11300 Gainsborough Road, Potomac, MD, 20854,Above average,Public district,9-12,2093,17:1,Montgomery County Public Schools
Wood Acres Elementary School,9/10,5800 Cromwell Drive, Bethesda, MD, 20816,Above average,Public district,K-5,660,18:1,Montgomery County Public Schools
Woodfield Elementary School,8/10,24200 Woodfield Road, Gaithersburg, MD, 20882,Above average,Public district,PK-5,328,15:1,Montgomery County Public Schools
Wyngate Elementary School,9/10,9300 Wadsworth Drive, Bethesda, MD, 20817,Above average,Public district,K-5,755,18:1,Montgomery County Public Schools
Thomas Edison High School Of Technology,Currently unrated,12501 Dalewood Drive, Silver Spring, MD, 20906,Currently unrated,Public district,Ungraded,20,N/A,Montgomery County Public Schools
Regional Institute For Children & Adolescents,2/10,15000 Broschart Road, Rockville, MD, 20850,Below average,Public district,4-12,107,4:1,Montgomery County Public Schools
Alternative Programs,1/10,14501 Avery Road, Rockville, MD, 20853,Below average,Public district,7-12,110,4:1,Montgomery County Public Schools
Rock Terrace School,1/10,390 Martins Lane, Rockville, MD, 20850,Below average,Public district,6-12,87,4:1,Montgomery County Public Schools
Thomas W. Pyle Middle School,10/10,6311 Wilson Lane, Bethesda, MD, 20817,Above average,Public district,6-8,1516,16:1,Montgomery County Public Schools
Judith P. Hoyer Montessori School,6/10,929 Hill Road, Hyattsville, MD, 20785,Average,Public district,PK-8,306,16:1,Prince George's County Public Schools
Berkshire Elementary School,Currently unrated,6201 Surrey Square Ln, Forestville, MD, 20747,Currently unrated,Public district,PK-6,N/A,N/A,Prince George's County Public Schools
Green Valley Academy At Edgar Allan Poe,Currently unrated,2001 Shadyside Avenue, Suitland-Silver Hill, MD, 20746,Currently unrated,Public district,7-10,115,8:1,Prince George's County Public Schools
John Carroll Elementary School,Currently unrated,1400 Nalley Ter, Landover, MD, 20785,Currently unrated,Public district,PK-6,N/A,N/A,Prince George's County Public Schools
John Eager Howard Elementary School,Currently unrated,4400 Shell St, Capitol Heights, MD, 20743,Currently unrated,Public district,PK-6,N/A,N/A,Prince George's County Public Schools
Matthew Henson Elementary School,Currently unrated,7910 Scott Rd, Landover, MD, 20785,Currently unrated,Public district,PK-6,N/A,N/A,Prince George's County Public Schools
Middleton Valley Elementary School,Currently unrated,4815 Dalton St, Temple Hills, MD, 20748,Currently unrated,Public district,PK-6,N/A,N/A,Prince George's County Public Schools
Morningside Elementary School,Currently unrated,6900 Ames St SE, Suitland, MD, 20746,Currently unrated,Public district,PK-6,N/A,N/A,Prince George's County Public Schools
Owens Road Elementary School,Currently unrated,1616 Owens Rd, Oxon Hill, MD, 20745,Currently unrated,Public district,PK-6,N/A,N/A,Prince George's County Public Schools
Croom Vocational High School,2/10,9400 Surratts Road, Cheltenham, MD, 20623,Below average,Public district,11-12,96,7:1,Prince George's County Public Schools
Benjamin Foulois Creative and Performing Arts Academy,Currently unrated,4601 Beauford Rd, Suitland, MD, 20746,Currently unrated,Public district,K-8,N/A,N/A,Prince George's County Public Schools
Andrew Jackson Middle School,Currently unrated,3500 Regency Pky, Forestville, MD, 20747,Currently unrated,Public district,K-8,N/A,N/A,Prince George's County Public Schools
Centreville Elementary School,Currently unrated,213 Homewood Avenue, Centreville, MD, 21617,Currently unrated,Public district,PK-2,545,17:1,Queen Anne's County Public Schools
Kent Island Elementary School,Currently unrated,110 Elementary Way, Stevensville, MD, 21666,Currently unrated,Public district,PK-2,464,14:1,Queen Anne's County Public Schools
J. M. Tawes Vocational Center,Currently unrated,7982 Tawes Campus Drive, Westover, MD, 21871,Currently unrated,Public district,Ungraded,N/A,N/A,Somerset County Public Schools
Deal Island School,5/10,23275 Lola Wheatley Road, Deal Island, MD, 21821,Average,Public district,PK-5,108,12:1,Somerset County Public Schools
Ewell School,Currently unrated,7982a Tawes Campus Drive, Westover, MD, 21871,Currently unrated,Public district,1-7,9,13:1,Somerset County Public Schools
Dr. James A. Forrest Career And Technology Center,Currently unrated,24005 Point Lookout Road, Leonardtown, MD, 20650,Currently unrated,Public district,Ungraded,N/A,N/A,St. Mary's County Public Schools
St. Mary's County Evening High,Currently unrated,23160 Moakley Street, Leonardtown, MD, 20650,Currently unrated,Public district,Ungraded,N/A,N/A,St. Mary's County Public Schools
Tilghman Elementary School,Currently unrated,21374 Foster Road, Tilghman Island, MD, 21671,Currently unrated,Public district,PK-5,82,11:1,Talbot County Public Schools
Evening High School,Currently unrated,40 West Oak Ridge Drive, Hagerstown, MD, 21740,Currently unrated,Public district,Ungraded,5,1:1,Washington County Public Schools
Antietam Academy,Currently unrated,40 West Oak Ridge Drive, Hagerstown, MD, 21740,Currently unrated,Public district,6-12,200,N/A,Washington County Public Schools
Wicomico County Evening High,Currently unrated,201 Long Avenue, Salisbury, MD, 21804,Currently unrated,Public district,9-12,61,29:1,Wicomico County Public Schools
Beaver Run School,Currently unrated,31481 Ocean City Road, Salisbury, MD, 21804,Currently unrated,Public district,PK-2,666,17:1,Wicomico County Public Schools
Charles H. Chipman Elementary School,Currently unrated,711 Lake Street, Salisbury, MD, 21801,Currently unrated,Public district,PK-1,322,12:1,Wicomico County Public Schools
Westside Primary School,Currently unrated,6046 Quantico Road, Quantico, MD, 21856,Currently unrated,Public district,PK-1,252,14:1,Wicomico County Public Schools
Worcester Technical High School,Currently unrated,6268 Worcester Highway, Newark, MD, 21841,Currently unrated,Public district,Ungraded,N/A,N/A,Worcester County Public Schools
Cedar Chapel Special School,Currently unrated,510 Coulbourne Lane, Snow Hill, MD, 21863,Currently unrated,Public district,PK-12,55,4:1,Worcester County Public Schools
Snow Hill Elementary School,7/10,515 Coulbourne Lane, Snow Hill, MD, 21863,Above average,Public district,PK-3,386,12:1,Worcester County Public Schools
